,Vehicle_id,Vehicle_Name,Category,Transmission,Base_Price,Price,Date_Pickup,Date_Dropoff
96,636464758,Cadillac XTS  ,Luxury,Automatic,113.71,117.46,2023-01-13,2023-01-14
112,642896921,Chrysler 300  ,Luxury,Automatic,112.76,116.48,2023-01-13,2023-01-14
170,658163273,Chrysler 300,Luxury,Automatic,111.49,115.16,2023-01-13,2023-01-14
88,659534556,Chrysler 300,Luxury,Automatic,109.39,112.99,2023-01-13,2023-01-14
84,643095306,Buick LaCrosse  ,Luxury,Automatic,108.12,111.68,2023-01-13,2023-01-14
77,735895261,Cadillac XTS  ,Luxury,Automatic,107.96,111.52,2023-01-13,2023-01-14
122,631553768,Lincoln Continental,Luxury,Automatic,104.99,108.45,2023-01-13,2023-01-14
91,638446461,Chrysler 300  ,Luxury,Automatic,102.62,106.0,2023-01-13,2023-01-14
59,585207183,Chrysler 300  ,Luxury,Automatic,100.08,103.38,2023-01-13,2023-01-14
34,638489136,Chrysler 300  ,Luxury,Automatic,97.97,101.2,2023-01-13,2023-01-14
15,631938698,Buick LaCrosse  ,Luxury,Automatic,95.43,98.57,2023-01-13,2023-01-14
317,673928006,Mercedes-Benz GLC,Luxury,Automatic,303.63,313.63,2023-01-14,2023-01-15
310,723428946,BMW 5 Series,Luxury,Automatic,278.91,288.1,2023-01-14,2023-01-15
222,644881573,Cadillac XTS  ,Luxury,Automatic,157.72,162.92,2023-01-14,2023-01-15
214,636479888,Cadillac XTS  ,Luxury,Automatic,150.99,155.97,2023-01-14,2023-01-15
212,646119413,Cadillac XTS,Luxury,Automatic,145.22,150.0,2023-01-14,2023-01-15
207,644901168,Cadillac XTS  ,Luxury,Automatic,140.33,144.95,2023-01-14,2023-01-15
199,636492688,Cadillac XTS  ,Luxury,Automatic,133.69,138.1,2023-01-14,2023-01-15
167,644861493,Cadillac XTS  ,Luxury,Automatic,128.73,132.97,2023-01-14,2023-01-15
143,646151293,Cadillac XTS,Luxury,Automatic,127.93,132.15,2023-01-14,2023-01-15
189,658137488,Chrysler 300,Luxury,Automatic,124.74,128.85,2023-01-14,2023-01-15
191,658190013,Chrysler 300,Luxury,Automatic,123.47,127.54,2023-01-14,2023-01-15
160,636472613,Cadillac XTS  ,Luxury,Automatic,122.16,126.19,2023-01-14,2023-01-15
87,644841863,Cadillac XTS  ,Luxury,Automatic,117.13,120.99,2023-01-14,2023-01-15
77,735898091,Cadillac XTS  ,Luxury,Automatic,116.41,120.25,2023-01-14,2023-01-15
111,646141193,Cadillac XTS,Luxury,Automatic,116.41,120.25,2023-01-14,2023-01-15
55,659534556,Chrysler 300,Luxury,Automatic,113.32,117.05,2023-01-14,2023-01-15
96,631553768,Lincoln Continental,Luxury,Automatic,112.66,116.37,2023-01-14,2023-01-15
82,642896921,Chrysler 300  ,Luxury,Automatic,112.05,115.74,2023-01-14,2023-01-15
48,643095306,Buick LaCrosse  ,Luxury,Automatic,112.05,115.74,2023-01-14,2023-01-15
141,658163273,Chrysler 300,Luxury,Automatic,110.78,114.43,2023-01-14,2023-01-15
64,636464758,Cadillac XTS  ,Luxury,Automatic,110.64,114.29,2023-01-14,2023-01-15
46,735895261,Cadillac XTS  ,Luxury,Automatic,104.88,108.34,2023-01-14,2023-01-15
58,638446461,Chrysler 300  ,Luxury,Automatic,101.91,105.27,2023-01-14,2023-01-15
34,638489136,Chrysler 300  ,Luxury,Automatic,101.91,105.27,2023-01-14,2023-01-15
22,585207183,Chrysler 300  ,Luxury,Automatic,99.37,102.64,2023-01-14,2023-01-15
12,631938698,Buick LaCrosse  ,Luxury,Automatic,99.37,102.64,2023-01-14,2023-01-15
313,673928006,Mercedes-Benz GLC,Luxury,Automatic,263.27,271.94,2023-01-15,2023-01-16
309,723428946,BMW 5 Series,Luxury,Automatic,241.94,249.91,2023-01-15,2023-01-16
217,644881573,Cadillac XTS  ,Luxury,Automatic,155.38,160.5,2023-01-15,2023-01-16
228,636479888,Cadillac XTS  ,Luxury,Automatic,148.64,153.54,2023-01-15,2023-01-16
207,646119413,Cadillac XTS,Luxury,Automatic,142.88,147.59,2023-01-15,2023-01-16
202,644901168,Cadillac XTS  ,Luxury,Automatic,137.98,142.53,2023-01-15,2023-01-16
196,636492688,Cadillac XTS  ,Luxury,Automatic,131.37,135.7,2023-01-15,2023-01-16
161,644861493,Cadillac XTS  ,Luxury,Automatic,126.37,130.53,2023-01-15,2023-01-16
139,646151293,Cadillac XTS,Luxury,Automatic,125.58,129.72,2023-01-15,2023-01-16
191,658137488,Chrysler 300,Luxury,Automatic,124.74,128.85,2023-01-15,2023-01-16
193,658190013,Chrysler 300,Luxury,Automatic,123.47,127.54,2023-01-15,2023-01-16
142,636472613,Cadillac XTS  ,Luxury,Automatic,119.83,123.78,2023-01-15,2023-01-16
81,644841863,Cadillac XTS  ,Luxury,Automatic,114.78,118.56,2023-01-15,2023-01-16
104,646141193,Cadillac XTS,Luxury,Automatic,114.07,117.83,2023-01-15,2023-01-16
71,735898091,Cadillac XTS  ,Luxury,Automatic,114.07,117.83,2023-01-15,2023-01-16
101,631553768,Lincoln Continental,Luxury,Automatic,113.83,117.58,2023-01-15,2023-01-16
50,659534556,Chrysler 300,Luxury,Automatic,113.32,117.05,2023-01-15,2023-01-16
52,643095306,Buick LaCrosse  ,Luxury,Automatic,112.05,115.74,2023-01-15,2023-01-16
90,642896921,Chrysler 300  ,Luxury,Automatic,112.05,115.74,2023-01-15,2023-01-16
155,658163273,Chrysler 300,Luxury,Automatic,110.78,114.43,2023-01-15,2023-01-16
60,636464758,Cadillac XTS  ,Luxury,Automatic,108.3,111.87,2023-01-15,2023-01-16
48,735895261,Cadillac XTS  ,Luxury,Automatic,102.54,105.92,2023-01-15,2023-01-16
64,638446461,Chrysler 300  ,Luxury,Automatic,101.91,105.27,2023-01-15,2023-01-16
36,638489136,Chrysler 300  ,Luxury,Automatic,101.91,105.27,2023-01-15,2023-01-16
17,631938698,Buick LaCrosse  ,Luxury,Automatic,99.37,102.64,2023-01-15,2023-01-16
25,585207183,Chrysler 300  ,Luxury,Automatic,99.37,102.64,2023-01-15,2023-01-16
310,673928006,Mercedes-Benz GLC,Luxury,Automatic,263.27,271.94,2023-01-16,2023-01-17
301,723428946,BMW 5 Series,Luxury,Automatic,241.94,249.91,2023-01-16,2023-01-17
228,644881573,Cadillac XTS  ,Luxury,Automatic,160.23,165.51,2023-01-16,2023-01-17
224,636479888,Cadillac XTS  ,Luxury,Automatic,153.46,158.52,2023-01-16,2023-01-17
201,646119413,Cadillac XTS,Luxury,Automatic,147.71,152.58,2023-01-16,2023-01-17
202,644901168,Cadillac XTS  ,Luxury,Automatic,142.82,147.53,2023-01-16,2023-01-17
172,636492688,Cadillac XTS  ,Luxury,Automatic,136.17,140.66,2023-01-16,2023-01-17
192,658137488,Chrysler 300,Luxury,Automatic,135.89,140.37,2023-01-16,2023-01-17
194,658190013,Chrysler 300,Luxury,Automatic,134.62,139.06,2023-01-16,2023-01-17
157,644861493,Cadillac XTS  ,Luxury,Automatic,131.23,135.55,2023-01-16,2023-01-17
136,646151293,Cadillac XTS,Luxury,Automatic,130.41,134.71,2023-01-16,2023-01-17
114,631553768,Lincoln Continental,Luxury,Automatic,126.32,130.48,2023-01-16,2023-01-17
142,636472613,Cadillac XTS  ,Luxury,Automatic,124.66,128.77,2023-01-16,2023-01-17
53,659534556,Chrysler 300,Luxury,Automatic,124.48,128.58,2023-01-16,2023-01-17
55,643095306,Buick LaCrosse  ,Luxury,Automatic,123.21,127.27,2023-01-16,2023-01-17
106,642896921,Chrysler 300  ,Luxury,Automatic,123.21,127.27,2023-01-16,2023-01-17
182,658163273,Chrysler 300,Luxury,Automatic,121.94,125.96,2023-01-16,2023-01-17
64,644841863,Cadillac XTS  ,Luxury,Automatic,119.63,123.57,2023-01-16,2023-01-17
101,646141193,Cadillac XTS,Luxury,Automatic,118.89,122.81,2023-01-16,2023-01-17
59,735898091,Cadillac XTS  ,Luxury,Automatic,118.89,122.81,2023-01-16,2023-01-17
52,636464758,Cadillac XTS  ,Luxury,Automatic,113.12,116.85,2023-01-16,2023-01-17
79,638446461,Chrysler 300  ,Luxury,Automatic,113.05,116.77,2023-01-16,2023-01-17
33,638489136,Chrysler 300  ,Luxury,Automatic,113.05,116.77,2023-01-16,2023-01-17
27,631938698,Buick LaCrosse  ,Luxury,Automatic,110.51,114.15,2023-01-16,2023-01-17
62,585207183,Chrysler 300  ,Luxury,Automatic,110.51,114.15,2023-01-16,2023-01-17
17,735895261,Cadillac XTS  ,Luxury,Automatic,107.36,110.9,2023-01-16,2023-01-17
314,673928006,Mercedes-Benz GLC,Luxury,Automatic,263.27,271.94,2023-01-17,2023-01-18
309,723428946,BMW 5 Series,Luxury,Automatic,241.94,249.91,2023-01-17,2023-01-18
237,644881573,Cadillac XTS  ,Luxury,Automatic,160.23,165.51,2023-01-17,2023-01-18
228,636479888,Cadillac XTS  ,Luxury,Automatic,153.46,158.52,2023-01-17,2023-01-18
211,646119413,Cadillac XTS,Luxury,Automatic,147.71,152.58,2023-01-17,2023-01-18
213,644901168,Cadillac XTS  ,Luxury,Automatic,142.82,147.53,2023-01-17,2023-01-18
182,636492688,Cadillac XTS  ,Luxury,Automatic,136.17,140.66,2023-01-17,2023-01-18
200,658137488,Chrysler 300,Luxury,Automatic,135.89,140.37,2023-01-17,2023-01-18
202,658190013,Chrysler 300,Luxury,Automatic,134.62,139.06,2023-01-17,2023-01-18
163,644861493,Cadillac XTS  ,Luxury,Automatic,131.23,135.55,2023-01-17,2023-01-18
141,646151293,Cadillac XTS,Luxury,Automatic,130.41,134.71,2023-01-17,2023-01-18
114,631553768,Lincoln Continental,Luxury,Automatic,126.32,130.48,2023-01-17,2023-01-18
149,636472613,Cadillac XTS  ,Luxury,Automatic,124.66,128.77,2023-01-17,2023-01-18
60,659534556,Chrysler 300,Luxury,Automatic,124.48,128.58,2023-01-17,2023-01-18
109,642896921,Chrysler 300  ,Luxury,Automatic,123.21,127.27,2023-01-17,2023-01-18
63,643095306,Buick LaCrosse  ,Luxury,Automatic,123.21,127.27,2023-01-17,2023-01-18
187,658163273,Chrysler 300,Luxury,Automatic,121.94,125.96,2023-01-17,2023-01-18
78,644841863,Cadillac XTS  ,Luxury,Automatic,119.63,123.57,2023-01-17,2023-01-18
104,646141193,Cadillac XTS,Luxury,Automatic,118.89,122.81,2023-01-17,2023-01-18
67,735898091,Cadillac XTS  ,Luxury,Automatic,118.89,122.81,2023-01-17,2023-01-18
59,636464758,Cadillac XTS  ,Luxury,Automatic,113.12,116.85,2023-01-17,2023-01-18
39,638489136,Chrysler 300  ,Luxury,Automatic,113.05,116.77,2023-01-17,2023-01-18
81,638446461,Chrysler 300  ,Luxury,Automatic,113.05,116.77,2023-01-17,2023-01-18
33,631938698,Buick LaCrosse  ,Luxury,Automatic,110.51,114.15,2023-01-17,2023-01-18
69,585207183,Chrysler 300  ,Luxury,Automatic,110.51,114.15,2023-01-17,2023-01-18
18,735895261,Cadillac XTS  ,Luxury,Automatic,107.36,110.9,2023-01-17,2023-01-18
305,673928006,Mercedes-Benz GLC,Luxury,Automatic,263.27,271.94,2023-01-18,2023-01-19
301,723428946,BMW 5 Series,Luxury,Automatic,241.94,249.91,2023-01-18,2023-01-19
225,644881573,Cadillac XTS  ,Luxury,Automatic,177.77,183.63,2023-01-18,2023-01-19
223,636479888,Cadillac XTS  ,Luxury,Automatic,170.91,176.54,2023-01-18,2023-01-19
204,646119413,Cadillac XTS,Luxury,Automatic,165.14,170.58,2023-01-18,2023-01-19
207,644901168,Cadillac XTS  ,Luxury,Automatic,160.38,165.66,2023-01-18,2023-01-19
220,636492688,Cadillac XTS  ,Luxury,Automatic,153.62,158.68,2023-01-18,2023-01-19
201,644861493,Cadillac XTS  ,Luxury,Automatic,148.78,153.68,2023-01-18,2023-01-19
195,646151293,Cadillac XTS,Luxury,Automatic,147.86,152.73,2023-01-18,2023-01-19
180,636472613,Cadillac XTS  ,Luxury,Automatic,142.09,146.77,2023-01-18,2023-01-19
114,644841863,Cadillac XTS  ,Luxury,Automatic,137.19,141.71,2023-01-18,2023-01-19
155,646141193,Cadillac XTS,Luxury,Automatic,136.33,140.82,2023-01-18,2023-01-19
98,735898091,Cadillac XTS  ,Luxury,Automatic,136.33,140.82,2023-01-18,2023-01-19
197,658137488,Chrysler 300,Luxury,Automatic,134.9,139.34,2023-01-18,2023-01-19
199,658190013,Chrysler 300,Luxury,Automatic,133.63,138.03,2023-01-18,2023-01-19
109,636464758,Cadillac XTS  ,Luxury,Automatic,130.56,134.86,2023-01-18,2023-01-19
96,735895261,Cadillac XTS  ,Luxury,Automatic,124.81,128.92,2023-01-18,2023-01-19
70,659534556,Chrysler 300,Luxury,Automatic,123.49,127.56,2023-01-18,2023-01-19
65,643095306,Buick LaCrosse  ,Luxury,Automatic,122.22,126.25,2023-01-18,2023-01-19
111,642896921,Chrysler 300  ,Luxury,Automatic,122.22,126.25,2023-01-18,2023-01-19
183,658163273,Chrysler 300,Luxury,Automatic,120.94,124.92,2023-01-18,2023-01-19
107,631553768,Lincoln Continental,Luxury,Automatic,119.04,122.96,2023-01-18,2023-01-19
36,638489136,Chrysler 300  ,Luxury,Automatic,112.06,115.75,2023-01-18,2023-01-19
58,638446461,Chrysler 300  ,Luxury,Automatic,112.06,115.75,2023-01-18,2023-01-19
26,585207183,Chrysler 300  ,Luxury,Automatic,109.53,113.14,2023-01-18,2023-01-19
13,631938698,Buick LaCrosse  ,Luxury,Automatic,109.53,113.14,2023-01-18,2023-01-19
307,673928006,Mercedes-Benz GLC,Luxury,Automatic,263.27,271.94,2023-01-19,2023-01-20
298,723428946,BMW 5 Series,Luxury,Automatic,241.94,249.91,2023-01-19,2023-01-20
236,644881573,Cadillac XTS  ,Luxury,Automatic,177.77,183.63,2023-01-19,2023-01-20
243,636479888,Cadillac XTS  ,Luxury,Automatic,170.91,176.54,2023-01-19,2023-01-20
211,646119413,Cadillac XTS,Luxury,Automatic,165.14,170.58,2023-01-19,2023-01-20
204,644901168,Cadillac XTS  ,Luxury,Automatic,160.38,165.66,2023-01-19,2023-01-20
183,636492688,Cadillac XTS  ,Luxury,Automatic,153.62,158.68,2023-01-19,2023-01-20
173,644861493,Cadillac XTS  ,Luxury,Automatic,148.78,153.68,2023-01-19,2023-01-20
189,646151293,Cadillac XTS,Luxury,Automatic,147.86,152.73,2023-01-19,2023-01-20
184,636472613,Cadillac XTS  ,Luxury,Automatic,142.09,146.77,2023-01-19,2023-01-20
137,644841863,Cadillac XTS  ,Luxury,Automatic,137.19,141.71,2023-01-19,2023-01-20
174,646141193,Cadillac XTS,Luxury,Automatic,136.33,140.82,2023-01-19,2023-01-20
133,735898091,Cadillac XTS  ,Luxury,Automatic,136.33,140.82,2023-01-19,2023-01-20
141,636464758,Cadillac XTS  ,Luxury,Automatic,130.56,134.86,2023-01-19,2023-01-20
196,658137488,Chrysler 300,Luxury,Automatic,126.94,131.12,2023-01-19,2023-01-20
198,658190013,Chrysler 300,Luxury,Automatic,125.67,129.81,2023-01-19,2023-01-20
103,735895261,Cadillac XTS  ,Luxury,Automatic,124.81,128.92,2023-01-19,2023-01-20
129,631553768,Lincoln Continental,Luxury,Automatic,119.04,122.96,2023-01-19,2023-01-20
95,642896921,Chrysler 300  ,Luxury,Automatic,114.26,118.02,2023-01-19,2023-01-20
155,658163273,Chrysler 300,Luxury,Automatic,112.99,116.71,2023-01-19,2023-01-20
73,659534556,Chrysler 300,Luxury,Automatic,110.78,114.43,2023-01-19,2023-01-20
68,643095306,Buick LaCrosse  ,Luxury,Automatic,109.52,113.13,2023-01-19,2023-01-20
80,638446461,Chrysler 300  ,Luxury,Automatic,104.11,107.54,2023-01-19,2023-01-20
56,585207183,Chrysler 300  ,Luxury,Automatic,101.58,104.93,2023-01-19,2023-01-20
26,638489136,Chrysler 300  ,Luxury,Automatic,99.37,102.64,2023-01-19,2023-01-20
15,631938698,Buick LaCrosse  ,Luxury,Automatic,96.82,100.01,2023-01-19,2023-01-20
310,673928006,Mercedes-Benz GLC,Luxury,Automatic,303.63,313.63,2023-01-20,2023-01-21
297,723428946,BMW 5 Series,Luxury,Automatic,278.91,288.1,2023-01-20,2023-01-21
238,644881573,Cadillac XTS  ,Luxury,Automatic,177.77,183.63,2023-01-20,2023-01-21
231,636479888,Cadillac XTS  ,Luxury,Automatic,170.91,176.54,2023-01-20,2023-01-21
207,646119413,Cadillac XTS,Luxury,Automatic,165.14,170.58,2023-01-20,2023-01-21
200,644901168,Cadillac XTS  ,Luxury,Automatic,160.38,165.66,2023-01-20,2023-01-21
138,636492688,Cadillac XTS  ,Luxury,Automatic,153.62,158.68,2023-01-20,2023-01-21
165,644861493,Cadillac XTS  ,Luxury,Automatic,148.78,153.68,2023-01-20,2023-01-21
177,646151293,Cadillac XTS,Luxury,Automatic,147.86,152.73,2023-01-20,2023-01-21
181,636472613,Cadillac XTS  ,Luxury,Automatic,142.09,146.77,2023-01-20,2023-01-21
125,644841863,Cadillac XTS  ,Luxury,Automatic,137.19,141.71,2023-01-20,2023-01-21
172,646141193,Cadillac XTS,Luxury,Automatic,136.33,140.82,2023-01-20,2023-01-21
132,735898091,Cadillac XTS  ,Luxury,Automatic,136.33,140.82,2023-01-20,2023-01-21
137,636464758,Cadillac XTS  ,Luxury,Automatic,130.56,134.86,2023-01-20,2023-01-21
192,658137488,Chrysler 300,Luxury,Automatic,126.94,131.12,2023-01-20,2023-01-21
194,658190013,Chrysler 300,Luxury,Automatic,125.67,129.81,2023-01-20,2023-01-21
100,735895261,Cadillac XTS  ,Luxury,Automatic,124.81,128.92,2023-01-20,2023-01-21
124,631553768,Lincoln Continental,Luxury,Automatic,119.04,122.96,2023-01-20,2023-01-21
93,642896921,Chrysler 300  ,Luxury,Automatic,114.26,118.02,2023-01-20,2023-01-21
151,658163273,Chrysler 300,Luxury,Automatic,112.99,116.71,2023-01-20,2023-01-21
70,659534556,Chrysler 300,Luxury,Automatic,110.78,114.43,2023-01-20,2023-01-21
65,643095306,Buick LaCrosse  ,Luxury,Automatic,109.52,113.13,2023-01-20,2023-01-21
80,638446461,Chrysler 300  ,Luxury,Automatic,104.11,107.54,2023-01-20,2023-01-21
57,585207183,Chrysler 300  ,Luxury,Automatic,101.58,104.93,2023-01-20,2023-01-21
25,638489136,Chrysler 300  ,Luxury,Automatic,99.37,102.64,2023-01-20,2023-01-21
15,631938698,Buick LaCrosse  ,Luxury,Automatic,96.82,100.01,2023-01-20,2023-01-21
308,673928006,Mercedes-Benz GLC,Luxury,Automatic,303.63,313.63,2023-01-21,2023-01-22
306,723428946,BMW 5 Series,Luxury,Automatic,278.91,288.1,2023-01-21,2023-01-22
224,644881573,Cadillac XTS  ,Luxury,Automatic,177.77,183.63,2023-01-21,2023-01-22
222,636479888,Cadillac XTS  ,Luxury,Automatic,170.91,176.54,2023-01-21,2023-01-22
204,646119413,Cadillac XTS,Luxury,Automatic,165.14,170.58,2023-01-21,2023-01-22
207,644901168,Cadillac XTS  ,Luxury,Automatic,160.38,165.66,2023-01-21,2023-01-22
218,636492688,Cadillac XTS  ,Luxury,Automatic,153.62,158.68,2023-01-21,2023-01-22
201,644861493,Cadillac XTS  ,Luxury,Automatic,148.78,153.68,2023-01-21,2023-01-22
190,646151293,Cadillac XTS,Luxury,Automatic,147.86,152.73,2023-01-21,2023-01-22
178,636472613,Cadillac XTS  ,Luxury,Automatic,142.09,146.77,2023-01-21,2023-01-22
108,644841863,Cadillac XTS  ,Luxury,Automatic,137.19,141.71,2023-01-21,2023-01-22
153,646141193,Cadillac XTS,Luxury,Automatic,136.33,140.82,2023-01-21,2023-01-22
97,735898091,Cadillac XTS  ,Luxury,Automatic,136.33,140.82,2023-01-21,2023-01-22
192,658137488,Chrysler 300,Luxury,Automatic,134.9,139.34,2023-01-21,2023-01-22
194,658190013,Chrysler 300,Luxury,Automatic,133.63,138.03,2023-01-21,2023-01-22
110,636464758,Cadillac XTS  ,Luxury,Automatic,130.56,134.86,2023-01-21,2023-01-22
95,735895261,Cadillac XTS  ,Luxury,Automatic,124.81,128.92,2023-01-21,2023-01-22
70,659534556,Chrysler 300,Luxury,Automatic,123.49,127.56,2023-01-21,2023-01-22
112,642896921,Chrysler 300  ,Luxury,Automatic,122.22,126.25,2023-01-21,2023-01-22
64,643095306,Buick LaCrosse  ,Luxury,Automatic,122.22,126.25,2023-01-21,2023-01-22
182,658163273,Chrysler 300,Luxury,Automatic,120.94,124.92,2023-01-21,2023-01-22
106,631553768,Lincoln Continental,Luxury,Automatic,119.04,122.96,2023-01-21,2023-01-22
57,638446461,Chrysler 300  ,Luxury,Automatic,112.06,115.75,2023-01-21,2023-01-22
34,638489136,Chrysler 300  ,Luxury,Automatic,112.06,115.75,2023-01-21,2023-01-22
16,631938698,Buick LaCrosse  ,Luxury,Automatic,109.53,113.14,2023-01-21,2023-01-22
25,585207183,Chrysler 300  ,Luxury,Automatic,109.53,113.14,2023-01-21,2023-01-22
305,673928006,Mercedes-Benz GLC,Luxury,Automatic,263.27,271.94,2023-01-22,2023-01-23
298,723428946,BMW 5 Series,Luxury,Automatic,241.94,249.91,2023-01-22,2023-01-23
211,644881573,Cadillac XTS  ,Luxury,Automatic,160.23,165.51,2023-01-22,2023-01-23
225,636479888,Cadillac XTS  ,Luxury,Automatic,153.46,158.52,2023-01-22,2023-01-23
201,646119413,Cadillac XTS,Luxury,Automatic,147.71,152.58,2023-01-22,2023-01-23
207,644901168,Cadillac XTS  ,Luxury,Automatic,142.82,147.53,2023-01-22,2023-01-23
175,636492688,Cadillac XTS  ,Luxury,Automatic,136.17,140.66,2023-01-22,2023-01-23
204,658137488,Chrysler 300,Luxury,Automatic,134.9,139.34,2023-01-22,2023-01-23
206,658190013,Chrysler 300,Luxury,Automatic,133.63,138.03,2023-01-22,2023-01-23
168,644861493,Cadillac XTS  ,Luxury,Automatic,131.23,135.55,2023-01-22,2023-01-23
159,646151293,Cadillac XTS,Luxury,Automatic,130.41,134.71,2023-01-22,2023-01-23
152,636472613,Cadillac XTS  ,Luxury,Automatic,124.66,128.77,2023-01-22,2023-01-23
70,659534556,Chrysler 300,Luxury,Automatic,123.49,127.56,2023-01-22,2023-01-23
68,643095306,Buick LaCrosse  ,Luxury,Automatic,122.22,126.25,2023-01-22,2023-01-23
115,642896921,Chrysler 300  ,Luxury,Automatic,122.22,126.25,2023-01-22,2023-01-23
187,658163273,Chrysler 300,Luxury,Automatic,120.94,124.92,2023-01-22,2023-01-23
81,644841863,Cadillac XTS  ,Luxury,Automatic,119.63,123.57,2023-01-22,2023-01-23
101,631553768,Lincoln Continental,Luxury,Automatic,119.04,122.96,2023-01-22,2023-01-23
105,646141193,Cadillac XTS,Luxury,Automatic,118.89,122.81,2023-01-22,2023-01-23
62,735898091,Cadillac XTS  ,Luxury,Automatic,118.89,122.81,2023-01-22,2023-01-23
59,636464758,Cadillac XTS  ,Luxury,Automatic,113.12,116.85,2023-01-22,2023-01-23
86,638446461,Chrysler 300  ,Luxury,Automatic,112.06,115.75,2023-01-22,2023-01-23
42,638489136,Chrysler 300  ,Luxury,Automatic,112.06,115.75,2023-01-22,2023-01-23
33,631938698,Buick LaCrosse  ,Luxury,Automatic,109.53,113.14,2023-01-22,2023-01-23
56,585207183,Chrysler 300  ,Luxury,Automatic,109.53,113.14,2023-01-22,2023-01-23
26,735895261,Cadillac XTS  ,Luxury,Automatic,107.36,110.9,2023-01-22,2023-01-23
306,673928006,Mercedes-Benz GLC,Luxury,Automatic,263.27,271.94,2023-01-23,2023-01-24
286,723428946,BMW 5 Series,Luxury,Automatic,241.94,249.91,2023-01-23,2023-01-24
200,644881573,Cadillac XTS  ,Luxury,Automatic,163.02,168.39,2023-01-23,2023-01-24
228,636479888,Cadillac XTS  ,Luxury,Automatic,156.24,161.39,2023-01-23,2023-01-24
210,646119413,Cadillac XTS,Luxury,Automatic,150.47,155.43,2023-01-23,2023-01-24
202,644901168,Cadillac XTS  ,Luxury,Automatic,145.61,150.41,2023-01-23,2023-01-24
199,636492688,Cadillac XTS  ,Luxury,Automatic,138.95,143.53,2023-01-23,2023-01-24
168,644861493,Cadillac XTS  ,Luxury,Automatic,134.0,138.42,2023-01-23,2023-01-24
160,646151293,Cadillac XTS,Luxury,Automatic,133.17,137.56,2023-01-23,2023-01-24
194,658137488,Chrysler 300,Luxury,Automatic,129.75,134.03,2023-01-23,2023-01-24
196,658190013,Chrysler 300,Luxury,Automatic,128.48,132.71,2023-01-23,2023-01-24
178,636472613,Cadillac XTS  ,Luxury,Automatic,127.41,131.61,2023-01-23,2023-01-24
89,644841863,Cadillac XTS  ,Luxury,Automatic,122.42,126.45,2023-01-23,2023-01-24
95,735898091,Cadillac XTS  ,Luxury,Automatic,121.66,125.67,2023-01-23,2023-01-24
119,646141193,Cadillac XTS,Luxury,Automatic,121.66,125.67,2023-01-23,2023-01-24
57,659534556,Chrysler 300,Luxury,Automatic,118.33,122.23,2023-01-23,2023-01-24
106,642896921,Chrysler 300  ,Luxury,Automatic,117.07,120.93,2023-01-23,2023-01-24
62,643095306,Buick LaCrosse  ,Luxury,Automatic,117.07,120.93,2023-01-23,2023-01-24
85,636464758,Cadillac XTS  ,Luxury,Automatic,115.9,119.72,2023-01-23,2023-01-24
166,658163273,Chrysler 300,Luxury,Automatic,115.8,119.62,2023-01-23,2023-01-24
93,631553768,Lincoln Continental,Luxury,Automatic,113.24,116.97,2023-01-23,2023-01-24
60,735895261,Cadillac XTS  ,Luxury,Automatic,110.13,113.76,2023-01-23,2023-01-24
35,638489136,Chrysler 300  ,Luxury,Automatic,106.91,110.43,2023-01-23,2023-01-24
76,638446461,Chrysler 300  ,Luxury,Automatic,106.91,110.43,2023-01-23,2023-01-24
18,585207183,Chrysler 300  ,Luxury,Automatic,104.37,107.81,2023-01-23,2023-01-24
11,631938698,Buick LaCrosse  ,Luxury,Automatic,104.37,107.81,2023-01-23,2023-01-24
314,673928006,Mercedes-Benz GLC,Luxury,Automatic,263.27,271.94,2023-01-24,2023-01-25
304,723428946,BMW 5 Series,Luxury,Automatic,241.94,249.91,2023-01-24,2023-01-25
214,644881573,Cadillac XTS  ,Luxury,Automatic,163.5,168.89,2023-01-24,2023-01-25
242,636479888,Cadillac XTS  ,Luxury,Automatic,156.71,161.87,2023-01-24,2023-01-25
224,646119413,Cadillac XTS,Luxury,Automatic,150.96,155.93,2023-01-24,2023-01-25
221,644901168,Cadillac XTS  ,Luxury,Automatic,146.11,150.92,2023-01-24,2023-01-25
211,636492688,Cadillac XTS  ,Luxury,Automatic,139.43,144.02,2023-01-24,2023-01-25
171,644861493,Cadillac XTS  ,Luxury,Automatic,134.5,138.93,2023-01-24,2023-01-25
162,646151293,Cadillac XTS,Luxury,Automatic,133.67,138.07,2023-01-24,2023-01-25
204,658137488,Chrysler 300,Luxury,Automatic,129.75,134.03,2023-01-24,2023-01-25
206,658190013,Chrysler 300,Luxury,Automatic,128.48,132.71,2023-01-24,2023-01-25
186,636472613,Cadillac XTS  ,Luxury,Automatic,127.91,132.12,2023-01-24,2023-01-25
95,644841863,Cadillac XTS  ,Luxury,Automatic,122.91,126.96,2023-01-24,2023-01-25
127,646141193,Cadillac XTS,Luxury,Automatic,122.15,126.17,2023-01-24,2023-01-25
94,735898091,Cadillac XTS  ,Luxury,Automatic,122.15,126.17,2023-01-24,2023-01-25
63,659534556,Chrysler 300,Luxury,Automatic,118.33,122.23,2023-01-24,2023-01-25
67,643095306,Buick LaCrosse  ,Luxury,Automatic,117.07,120.93,2023-01-24,2023-01-25
109,642896921,Chrysler 300  ,Luxury,Automatic,117.07,120.93,2023-01-24,2023-01-25
