,Vehicle_id,Vehicle_Name,Category,Transmission,Base_Price,Price,Date_Pickup,Date_Dropoff
149,636479888,Cadillac XTS  ,Luxury,Automatic,118.29,122.19,2022-12-18,2022-12-19
135,646119413,Cadillac XTS,Luxury,Automatic,112.52,116.23,2022-12-18,2022-12-19
102,644901168,Cadillac XTS  ,Luxury,Automatic,107.44,110.98,2022-12-18,2022-12-19
145,636492688,Cadillac XTS  ,Luxury,Automatic,101.02,104.35,2022-12-18,2022-12-19
174,658137488,Chrysler 300,Luxury,Automatic,99.87,103.16,2022-12-18,2022-12-19
175,658190013,Chrysler 300,Luxury,Automatic,98.6,101.85,2022-12-18,2022-12-19
109,631553768,Lincoln Continental,Luxury,Automatic,97.31,100.52,2022-12-18,2022-12-19
87,644861493,Cadillac XTS  ,Luxury,Automatic,95.83,98.99,2022-12-18,2022-12-19
104,646151293,Cadillac XTS,Luxury,Automatic,95.24,98.38,2022-12-18,2022-12-19
100,636472613,Cadillac XTS  ,Luxury,Automatic,89.47,92.42,2022-12-18,2022-12-19
47,659534556,Chrysler 300,Luxury,Automatic,87.42,90.3,2022-12-18,2022-12-19
93,642896921,Chrysler 300  ,Luxury,Automatic,87.19,90.06,2022-12-18,2022-12-19
41,643095306,Buick LaCrosse  ,Luxury,Automatic,86.15,88.99,2022-12-18,2022-12-19
143,658163273,Chrysler 300,Luxury,Automatic,85.92,88.75,2022-12-18,2022-12-19
50,644841863,Cadillac XTS  ,Luxury,Automatic,84.24,87.02,2022-12-18,2022-12-19
53,735898091,Cadillac XTS  ,Luxury,Automatic,83.72,86.48,2022-12-18,2022-12-19
76,646141193,Cadillac XTS,Luxury,Automatic,83.72,86.48,2022-12-18,2022-12-19
23,636464758,Cadillac XTS  ,Luxury,Automatic,77.97,80.54,2022-12-18,2022-12-19
43,638446461,Chrysler 300  ,Luxury,Automatic,77.04,79.58,2022-12-18,2022-12-19
16,638489136,Chrysler 300  ,Luxury,Automatic,76.0,78.5,2022-12-18,2022-12-19
30,585207183,Chrysler 300  ,Luxury,Automatic,74.5,76.95,2022-12-18,2022-12-19
10,631938698,Buick LaCrosse  ,Luxury,Automatic,73.45,75.87,2022-12-18,2022-12-19
8,735895261,Cadillac XTS  ,Luxury,Automatic,72.2,74.58,2022-12-18,2022-12-19
336,673928006,Mercedes-Benz GLC,Luxury,Automatic,276.08,285.18,2022-12-19,2022-12-20
335,723428946,BMW 5 Series,Luxury,Automatic,253.67,262.03,2022-12-19,2022-12-20
136,644881573,Cadillac XTS  ,Luxury,Automatic,124.85,128.96,2022-12-19,2022-12-20
160,636479888,Cadillac XTS  ,Luxury,Automatic,118.29,122.19,2022-12-19,2022-12-20
150,646119413,Cadillac XTS,Luxury,Automatic,112.52,116.23,2022-12-19,2022-12-20
138,644901168,Cadillac XTS  ,Luxury,Automatic,107.44,110.98,2022-12-19,2022-12-20
143,636492688,Cadillac XTS  ,Luxury,Automatic,101.02,104.35,2022-12-19,2022-12-20
163,658137488,Chrysler 300,Luxury,Automatic,97.48,100.69,2022-12-19,2022-12-20
165,658190013,Chrysler 300,Luxury,Automatic,96.21,99.38,2022-12-19,2022-12-20
110,644861493,Cadillac XTS  ,Luxury,Automatic,95.83,98.99,2022-12-19,2022-12-20
133,646151293,Cadillac XTS,Luxury,Automatic,95.24,98.38,2022-12-19,2022-12-20
80,636472613,Cadillac XTS  ,Luxury,Automatic,89.47,92.42,2022-12-19,2022-12-20
58,659534556,Chrysler 300,Luxury,Automatic,86.07,88.91,2022-12-19,2022-12-20
48,643095306,Buick LaCrosse  ,Luxury,Automatic,84.8,87.59,2022-12-19,2022-12-20
93,642896921,Chrysler 300  ,Luxury,Automatic,84.8,87.59,2022-12-19,2022-12-20
55,644841863,Cadillac XTS  ,Luxury,Automatic,84.24,87.02,2022-12-19,2022-12-20
52,735898091,Cadillac XTS  ,Luxury,Automatic,83.72,86.48,2022-12-19,2022-12-20
81,646141193,Cadillac XTS,Luxury,Automatic,83.72,86.48,2022-12-19,2022-12-20
124,658163273,Chrysler 300,Luxury,Automatic,83.53,86.28,2022-12-19,2022-12-20
85,631553768,Lincoln Continental,Luxury,Automatic,82.05,84.75,2022-12-19,2022-12-20
36,636464758,Cadillac XTS  ,Luxury,Automatic,77.97,80.54,2022-12-19,2022-12-20
47,638446461,Chrysler 300  ,Luxury,Automatic,74.65,77.11,2022-12-19,2022-12-20
20,638489136,Chrysler 300  ,Luxury,Automatic,74.65,77.11,2022-12-19,2022-12-20
18,735895261,Cadillac XTS  ,Luxury,Automatic,72.2,74.58,2022-12-19,2022-12-20
30,585207183,Chrysler 300  ,Luxury,Automatic,72.12,74.5,2022-12-19,2022-12-20
11,631938698,Buick LaCrosse  ,Luxury,Automatic,72.12,74.5,2022-12-19,2022-12-20
336,673928006,Mercedes-Benz GLC,Luxury,Automatic,276.08,285.18,2022-12-20,2022-12-21
335,723428946,BMW 5 Series,Luxury,Automatic,253.67,262.03,2022-12-20,2022-12-21
141,644881573,Cadillac XTS  ,Luxury,Automatic,125.25,129.38,2022-12-20,2022-12-21
159,636479888,Cadillac XTS  ,Luxury,Automatic,118.71,122.62,2022-12-20,2022-12-21
148,646119413,Cadillac XTS,Luxury,Automatic,112.95,116.67,2022-12-20,2022-12-21
104,644901168,Cadillac XTS  ,Luxury,Automatic,107.84,111.39,2022-12-20,2022-12-21
156,636492688,Cadillac XTS  ,Luxury,Automatic,101.42,104.76,2022-12-20,2022-12-21
107,644861493,Cadillac XTS  ,Luxury,Automatic,96.25,99.42,2022-12-20,2022-12-21
128,646151293,Cadillac XTS,Luxury,Automatic,95.65,98.8,2022-12-20,2022-12-21
161,658137488,Chrysler 300,Luxury,Automatic,95.55,98.7,2022-12-20,2022-12-21
158,658190013,Chrysler 300,Luxury,Automatic,94.3,97.41,2022-12-20,2022-12-21
111,636472613,Cadillac XTS  ,Luxury,Automatic,89.9,92.86,2022-12-20,2022-12-21
65,644841863,Cadillac XTS  ,Luxury,Automatic,84.64,87.43,2022-12-20,2022-12-21
49,659534556,Chrysler 300,Luxury,Automatic,84.14,86.91,2022-12-20,2022-12-21
68,735898091,Cadillac XTS  ,Luxury,Automatic,84.12,86.89,2022-12-20,2022-12-21
91,646141193,Cadillac XTS,Luxury,Automatic,84.12,86.89,2022-12-20,2022-12-21
58,643095306,Buick LaCrosse  ,Luxury,Automatic,82.87,85.6,2022-12-20,2022-12-21
98,642896921,Chrysler 300  ,Luxury,Automatic,82.87,85.6,2022-12-20,2022-12-21
84,631553768,Lincoln Continental,Luxury,Automatic,82.05,84.75,2022-12-20,2022-12-21
132,658163273,Chrysler 300,Luxury,Automatic,81.6,84.29,2022-12-20,2022-12-21
42,636464758,Cadillac XTS  ,Luxury,Automatic,78.37,80.95,2022-12-20,2022-12-21
19,638489136,Chrysler 300  ,Luxury,Automatic,72.72,75.12,2022-12-20,2022-12-21
46,638446461,Chrysler 300  ,Luxury,Automatic,72.72,75.12,2022-12-20,2022-12-21
30,735895261,Cadillac XTS  ,Luxury,Automatic,72.6,74.99,2022-12-20,2022-12-21
10,585207183,Chrysler 300  ,Luxury,Automatic,70.19,72.5,2022-12-20,2022-12-21
4,631938698,Buick LaCrosse  ,Luxury,Automatic,70.19,72.5,2022-12-20,2022-12-21
336,673928006,Mercedes-Benz GLC,Luxury,Automatic,276.08,285.18,2022-12-21,2022-12-22
335,723428946,BMW 5 Series,Luxury,Automatic,253.67,262.03,2022-12-21,2022-12-22
306,644881573,Cadillac XTS  ,Luxury,Automatic,190.34,196.61,2022-12-21,2022-12-22
294,636479888,Cadillac XTS  ,Luxury,Automatic,183.41,189.45,2022-12-21,2022-12-22
255,646119413,Cadillac XTS,Luxury,Automatic,177.64,183.49,2022-12-21,2022-12-22
252,644901168,Cadillac XTS  ,Luxury,Automatic,172.95,178.65,2022-12-21,2022-12-22
253,636492688,Cadillac XTS  ,Luxury,Automatic,166.11,171.58,2022-12-21,2022-12-22
205,644861493,Cadillac XTS  ,Luxury,Automatic,161.35,166.67,2022-12-21,2022-12-22
206,646151293,Cadillac XTS,Luxury,Automatic,160.35,165.63,2022-12-21,2022-12-22
218,636472613,Cadillac XTS  ,Luxury,Automatic,154.6,159.69,2022-12-21,2022-12-22
173,644841863,Cadillac XTS  ,Luxury,Automatic,149.76,154.69,2022-12-21,2022-12-22
219,646141193,Cadillac XTS,Luxury,Automatic,148.83,153.73,2022-12-21,2022-12-22
178,735898091,Cadillac XTS  ,Luxury,Automatic,148.83,153.73,2022-12-21,2022-12-22
165,636464758,Cadillac XTS  ,Luxury,Automatic,143.06,147.77,2022-12-21,2022-12-22
147,735895261,Cadillac XTS  ,Luxury,Automatic,137.29,141.81,2022-12-21,2022-12-22
226,658137488,Chrysler 300,Luxury,Automatic,132.74,137.11,2022-12-21,2022-12-22
227,658190013,Chrysler 300,Luxury,Automatic,131.47,135.8,2022-12-21,2022-12-22
110,659534556,Chrysler 300,Luxury,Automatic,121.31,125.31,2022-12-21,2022-12-22
118,643095306,Buick LaCrosse  ,Luxury,Automatic,120.04,124.0,2022-12-21,2022-12-22
151,642896921,Chrysler 300  ,Luxury,Automatic,120.04,124.0,2022-12-21,2022-12-22
233,658163273,Chrysler 300,Luxury,Automatic,118.77,122.68,2022-12-21,2022-12-22
145,631553768,Lincoln Continental,Luxury,Automatic,112.22,115.92,2022-12-21,2022-12-22
98,638489136,Chrysler 300  ,Luxury,Automatic,109.9,113.52,2022-12-21,2022-12-22
122,638446461,Chrysler 300  ,Luxury,Automatic,109.9,113.52,2022-12-21,2022-12-22
112,585207183,Chrysler 300  ,Luxury,Automatic,107.36,110.9,2022-12-21,2022-12-22
94,631938698,Buick LaCrosse  ,Luxury,Automatic,107.36,110.9,2022-12-21,2022-12-22
320,673928006,Mercedes-Benz GLC,Luxury,Automatic,276.08,285.18,2022-12-22,2022-12-23
319,723428946,BMW 5 Series,Luxury,Automatic,253.67,262.03,2022-12-22,2022-12-23
296,644881573,Cadillac XTS  ,Luxury,Automatic,218.28,225.47,2022-12-22,2022-12-23
279,636479888,Cadillac XTS  ,Luxury,Automatic,211.17,218.13,2022-12-22,2022-12-23
248,646119413,Cadillac XTS,Luxury,Automatic,205.39,212.16,2022-12-22,2022-12-23
230,644901168,Cadillac XTS  ,Luxury,Automatic,200.89,207.51,2022-12-22,2022-12-23
241,636492688,Cadillac XTS  ,Luxury,Automatic,193.89,200.28,2022-12-22,2022-12-23
219,644861493,Cadillac XTS  ,Luxury,Automatic,189.29,195.53,2022-12-22,2022-12-23
226,646151293,Cadillac XTS,Luxury,Automatic,188.12,194.32,2022-12-22,2022-12-23
197,636472613,Cadillac XTS  ,Luxury,Automatic,182.35,188.36,2022-12-22,2022-12-23
138,644841863,Cadillac XTS  ,Luxury,Automatic,177.7,183.56,2022-12-22,2022-12-23
180,646141193,Cadillac XTS,Luxury,Automatic,176.59,182.41,2022-12-22,2022-12-23
136,735898091,Cadillac XTS  ,Luxury,Automatic,176.59,182.41,2022-12-22,2022-12-23
141,636464758,Cadillac XTS  ,Luxury,Automatic,170.84,176.47,2022-12-22,2022-12-23
128,735895261,Cadillac XTS  ,Luxury,Automatic,165.05,170.49,2022-12-22,2022-12-23
161,658137488,Chrysler 300,Luxury,Automatic,132.74,137.11,2022-12-22,2022-12-23
162,658190013,Chrysler 300,Luxury,Automatic,131.47,135.8,2022-12-22,2022-12-23
52,659534556,Chrysler 300,Luxury,Automatic,121.31,125.31,2022-12-22,2022-12-23
53,643095306,Buick LaCrosse  ,Luxury,Automatic,120.04,124.0,2022-12-22,2022-12-23
92,642896921,Chrysler 300  ,Luxury,Automatic,120.04,124.0,2022-12-22,2022-12-23
124,658163273,Chrysler 300,Luxury,Automatic,118.77,122.68,2022-12-22,2022-12-23
76,631553768,Lincoln Continental,Luxury,Automatic,112.98,116.7,2022-12-22,2022-12-23
23,638489136,Chrysler 300  ,Luxury,Automatic,109.9,113.52,2022-12-22,2022-12-23
63,638446461,Chrysler 300  ,Luxury,Automatic,109.9,113.52,2022-12-22,2022-12-23
17,631938698,Buick LaCrosse  ,Luxury,Automatic,107.36,110.9,2022-12-22,2022-12-23
50,585207183,Chrysler 300  ,Luxury,Automatic,107.36,110.9,2022-12-22,2022-12-23
319,673928006,Mercedes-Benz GLC,Luxury,Automatic,276.08,285.18,2022-12-23,2022-12-24
316,723428946,BMW 5 Series,Luxury,Automatic,253.67,262.03,2022-12-23,2022-12-24
205,644881573,Cadillac XTS  ,Luxury,Automatic,168.02,173.56,2022-12-23,2022-12-24
193,636479888,Cadillac XTS  ,Luxury,Automatic,161.23,166.54,2022-12-23,2022-12-24
181,631553768,Lincoln Continental,Luxury,Automatic,159.86,165.13,2022-12-23,2022-12-24
183,646119413,Cadillac XTS,Luxury,Automatic,155.47,160.59,2022-12-23,2022-12-24
162,644901168,Cadillac XTS  ,Luxury,Automatic,150.63,155.59,2022-12-23,2022-12-24
121,636492688,Cadillac XTS  ,Luxury,Automatic,143.92,148.66,2022-12-23,2022-12-24
157,658137488,Chrysler 300,Luxury,Automatic,142.12,146.8,2022-12-23,2022-12-24
159,658190013,Chrysler 300,Luxury,Automatic,140.85,145.49,2022-12-23,2022-12-24
112,644861493,Cadillac XTS  ,Luxury,Automatic,139.04,143.62,2022-12-23,2022-12-24
116,646151293,Cadillac XTS,Luxury,Automatic,138.18,142.73,2022-12-23,2022-12-24
110,636472613,Cadillac XTS  ,Luxury,Automatic,132.42,136.78,2022-12-23,2022-12-24
37,659534556,Chrysler 300,Luxury,Automatic,130.7,135.01,2022-12-23,2022-12-24
88,642896921,Chrysler 300  ,Luxury,Automatic,129.43,133.69,2022-12-23,2022-12-24
34,643095306,Buick LaCrosse  ,Luxury,Automatic,129.43,133.69,2022-12-23,2022-12-24
129,658163273,Chrysler 300,Luxury,Automatic,128.16,132.38,2022-12-23,2022-12-24
48,644841863,Cadillac XTS  ,Luxury,Automatic,127.43,131.63,2022-12-23,2022-12-24
50,646141193,Cadillac XTS,Luxury,Automatic,126.64,130.81,2022-12-23,2022-12-24
47,735898091,Cadillac XTS  ,Luxury,Automatic,126.64,130.81,2022-12-23,2022-12-24
44,636464758,Cadillac XTS  ,Luxury,Automatic,120.87,124.85,2022-12-23,2022-12-24
53,638446461,Chrysler 300  ,Luxury,Automatic,119.28,123.21,2022-12-23,2022-12-24
18,638489136,Chrysler 300  ,Luxury,Automatic,119.28,123.21,2022-12-23,2022-12-24
30,585207183,Chrysler 300  ,Luxury,Automatic,116.75,120.6,2022-12-23,2022-12-24
11,631938698,Buick LaCrosse  ,Luxury,Automatic,116.75,120.6,2022-12-23,2022-12-24
5,735895261,Cadillac XTS  ,Luxury,Automatic,115.12,118.91,2022-12-23,2022-12-24
322,673928006,Mercedes-Benz GLC,Luxury,Automatic,334.01,345.02,2022-12-24,2022-12-25
320,723428946,BMW 5 Series,Luxury,Automatic,306.77,316.88,2022-12-24,2022-12-25
208,631553768,Lincoln Continental,Luxury,Automatic,157.94,163.14,2022-12-24,2022-12-25
124,644881573,Cadillac XTS  ,Luxury,Automatic,156.64,161.8,2022-12-24,2022-12-25
163,636479888,Cadillac XTS  ,Luxury,Automatic,149.89,154.83,2022-12-24,2022-12-25
176,646119413,Cadillac XTS,Luxury,Automatic,144.14,148.89,2022-12-24,2022-12-25
106,644901168,Cadillac XTS  ,Luxury,Automatic,139.23,143.82,2022-12-24,2022-12-25
184,658137488,Chrysler 300,Luxury,Automatic,133.26,137.65,2022-12-24,2022-12-25
145,636492688,Cadillac XTS  ,Luxury,Automatic,132.61,136.98,2022-12-24,2022-12-25
185,658190013,Chrysler 300,Luxury,Automatic,132.0,136.35,2022-12-24,2022-12-25
90,644861493,Cadillac XTS  ,Luxury,Automatic,127.63,131.84,2022-12-24,2022-12-25
114,646151293,Cadillac XTS,Luxury,Automatic,126.84,131.02,2022-12-24,2022-12-25
55,659534556,Chrysler 300,Luxury,Automatic,121.31,125.31,2022-12-24,2022-12-25
97,636472613,Cadillac XTS  ,Luxury,Automatic,121.08,125.07,2022-12-24,2022-12-25
78,642896921,Chrysler 300  ,Luxury,Automatic,120.58,124.55,2022-12-24,2022-12-25
45,643095306,Buick LaCrosse  ,Luxury,Automatic,120.04,124.0,2022-12-24,2022-12-25
129,658163273,Chrysler 300,Luxury,Automatic,119.31,123.24,2022-12-24,2022-12-25
53,644841863,Cadillac XTS  ,Luxury,Automatic,116.05,119.87,2022-12-24,2022-12-25
68,646141193,Cadillac XTS,Luxury,Automatic,115.33,119.13,2022-12-24,2022-12-25
54,735898091,Cadillac XTS  ,Luxury,Automatic,115.33,119.13,2022-12-24,2022-12-25
57,638446461,Chrysler 300  ,Luxury,Automatic,110.42,114.06,2022-12-24,2022-12-25
32,638489136,Chrysler 300  ,Luxury,Automatic,109.9,113.52,2022-12-24,2022-12-25
41,636464758,Cadillac XTS  ,Luxury,Automatic,109.56,113.17,2022-12-24,2022-12-25
56,585207183,Chrysler 300  ,Luxury,Automatic,107.89,111.44,2022-12-24,2022-12-25
29,631938698,Buick LaCrosse  ,Luxury,Automatic,107.36,110.9,2022-12-24,2022-12-25
28,735895261,Cadillac XTS  ,Luxury,Automatic,103.79,107.21,2022-12-24,2022-12-25
323,673928006,Mercedes-Benz GLC,Luxury,Automatic,334.01,345.02,2022-12-25,2022-12-26
321,723428946,BMW 5 Series,Luxury,Automatic,306.77,316.88,2022-12-25,2022-12-26
298,644881573,Cadillac XTS  ,Luxury,Automatic,218.28,225.47,2022-12-25,2022-12-26
309,636479888,Cadillac XTS  ,Luxury,Automatic,211.17,218.13,2022-12-25,2022-12-26
274,646119413,Cadillac XTS,Luxury,Automatic,205.39,212.16,2022-12-25,2022-12-26
248,644901168,Cadillac XTS  ,Luxury,Automatic,200.89,207.51,2022-12-25,2022-12-26
257,636492688,Cadillac XTS  ,Luxury,Automatic,193.89,200.28,2022-12-25,2022-12-26
255,644861493,Cadillac XTS  ,Luxury,Automatic,189.29,195.53,2022-12-25,2022-12-26
232,646151293,Cadillac XTS,Luxury,Automatic,188.12,194.32,2022-12-25,2022-12-26
191,636472613,Cadillac XTS  ,Luxury,Automatic,182.35,188.36,2022-12-25,2022-12-26
138,644841863,Cadillac XTS  ,Luxury,Automatic,177.7,183.56,2022-12-25,2022-12-26
195,646141193,Cadillac XTS,Luxury,Automatic,176.59,182.41,2022-12-25,2022-12-26
136,735898091,Cadillac XTS  ,Luxury,Automatic,176.59,182.41,2022-12-25,2022-12-26
122,636464758,Cadillac XTS  ,Luxury,Automatic,170.84,176.47,2022-12-25,2022-12-26
119,735895261,Cadillac XTS  ,Luxury,Automatic,165.05,170.49,2022-12-25,2022-12-26
186,631553768,Lincoln Continental,Luxury,Automatic,157.94,163.14,2022-12-25,2022-12-26
170,658137488,Chrysler 300,Luxury,Automatic,132.74,137.11,2022-12-25,2022-12-26
171,658190013,Chrysler 300,Luxury,Automatic,131.47,135.8,2022-12-25,2022-12-26
47,659534556,Chrysler 300,Luxury,Automatic,121.31,125.31,2022-12-25,2022-12-26
63,642896921,Chrysler 300  ,Luxury,Automatic,120.04,124.0,2022-12-25,2022-12-26
38,643095306,Buick LaCrosse  ,Luxury,Automatic,120.04,124.0,2022-12-25,2022-12-26
110,658163273,Chrysler 300,Luxury,Automatic,118.77,122.68,2022-12-25,2022-12-26
29,638489136,Chrysler 300  ,Luxury,Automatic,109.9,113.52,2022-12-25,2022-12-26
50,638446461,Chrysler 300  ,Luxury,Automatic,109.9,113.52,2022-12-25,2022-12-26
25,631938698,Buick LaCrosse  ,Luxury,Automatic,107.36,110.9,2022-12-25,2022-12-26
46,585207183,Chrysler 300  ,Luxury,Automatic,107.36,110.9,2022-12-25,2022-12-26
322,673928006,Mercedes-Benz GLC,Luxury,Automatic,334.01,345.02,2022-12-26,2022-12-27
321,723428946,BMW 5 Series,Luxury,Automatic,306.77,316.88,2022-12-26,2022-12-27
200,631553768,Lincoln Continental,Luxury,Automatic,158.52,163.74,2022-12-26,2022-12-27
179,644881573,Cadillac XTS  ,Luxury,Automatic,156.64,161.8,2022-12-26,2022-12-27
169,636479888,Cadillac XTS  ,Luxury,Automatic,149.89,154.83,2022-12-26,2022-12-27
165,646119413,Cadillac XTS,Luxury,Automatic,144.14,148.89,2022-12-26,2022-12-27
103,644901168,Cadillac XTS  ,Luxury,Automatic,139.23,143.82,2022-12-26,2022-12-27
187,658137488,Chrysler 300,Luxury,Automatic,132.74,137.11,2022-12-26,2022-12-27
167,636492688,Cadillac XTS  ,Luxury,Automatic,132.61,136.98,2022-12-26,2022-12-27
188,658190013,Chrysler 300,Luxury,Automatic,131.47,135.8,2022-12-26,2022-12-27
110,644861493,Cadillac XTS  ,Luxury,Automatic,127.63,131.84,2022-12-26,2022-12-27
157,646151293,Cadillac XTS,Luxury,Automatic,126.84,131.02,2022-12-26,2022-12-27
120,659534556,Chrysler 300,Luxury,Automatic,121.31,125.31,2022-12-26,2022-12-27
164,636472613,Cadillac XTS  ,Luxury,Automatic,121.08,125.07,2022-12-26,2022-12-27
109,643095306,Buick LaCrosse  ,Luxury,Automatic,120.04,124.0,2022-12-26,2022-12-27
130,642896921,Chrysler 300  ,Luxury,Automatic,120.04,124.0,2022-12-26,2022-12-27
213,658163273,Chrysler 300,Luxury,Automatic,118.77,122.68,2022-12-26,2022-12-27
59,644841863,Cadillac XTS  ,Luxury,Automatic,116.05,119.87,2022-12-26,2022-12-27
69,735898091,Cadillac XTS  ,Luxury,Automatic,115.33,119.13,2022-12-26,2022-12-27
112,646141193,Cadillac XTS,Luxury,Automatic,115.33,119.13,2022-12-26,2022-12-27
43,638489136,Chrysler 300  ,Luxury,Automatic,109.9,113.52,2022-12-26,2022-12-27
82,638446461,Chrysler 300  ,Luxury,Automatic,109.9,113.52,2022-12-26,2022-12-27
65,636464758,Cadillac XTS  ,Luxury,Automatic,109.56,113.17,2022-12-26,2022-12-27
42,631938698,Buick LaCrosse  ,Luxury,Automatic,107.36,110.9,2022-12-26,2022-12-27
81,585207183,Chrysler 300  ,Luxury,Automatic,107.36,110.9,2022-12-26,2022-12-27
57,735895261,Cadillac XTS  ,Luxury,Automatic,103.79,107.21,2022-12-26,2022-12-27
334,673928006,Mercedes-Benz GLC,Luxury,Automatic,334.01,345.02,2022-12-27,2022-12-28
333,723428946,BMW 5 Series,Luxury,Automatic,306.77,316.88,2022-12-27,2022-12-28
222,631553768,Lincoln Continental,Luxury,Automatic,158.52,163.74,2022-12-27,2022-12-28
174,644881573,Cadillac XTS  ,Luxury,Automatic,156.64,161.8,2022-12-27,2022-12-28
178,636479888,Cadillac XTS  ,Luxury,Automatic,149.89,154.83,2022-12-27,2022-12-28
170,646119413,Cadillac XTS,Luxury,Automatic,144.14,148.89,2022-12-27,2022-12-28
113,644901168,Cadillac XTS  ,Luxury,Automatic,139.23,143.82,2022-12-27,2022-12-28
185,658137488,Chrysler 300,Luxury,Automatic,132.74,137.11,2022-12-27,2022-12-28
171,636492688,Cadillac XTS  ,Luxury,Automatic,132.61,136.98,2022-12-27,2022-12-28
186,658190013,Chrysler 300,Luxury,Automatic,131.47,135.8,2022-12-27,2022-12-28
121,644861493,Cadillac XTS  ,Luxury,Automatic,127.63,131.84,2022-12-27,2022-12-28
165,646151293,Cadillac XTS,Luxury,Automatic,126.84,131.02,2022-12-27,2022-12-28
130,659534556,Chrysler 300,Luxury,Automatic,121.31,125.31,2022-12-27,2022-12-28
169,636472613,Cadillac XTS  ,Luxury,Automatic,121.08,125.07,2022-12-27,2022-12-28
157,642896921,Chrysler 300  ,Luxury,Automatic,120.04,124.0,2022-12-27,2022-12-28
131,643095306,Buick LaCrosse  ,Luxury,Automatic,120.04,124.0,2022-12-27,2022-12-28
212,658163273,Chrysler 300,Luxury,Automatic,118.77,122.68,2022-12-27,2022-12-28
79,644841863,Cadillac XTS  ,Luxury,Automatic,116.05,119.87,2022-12-27,2022-12-28
124,646141193,Cadillac XTS,Luxury,Automatic,115.33,119.13,2022-12-27,2022-12-28
80,735898091,Cadillac XTS  ,Luxury,Automatic,115.33,119.13,2022-12-27,2022-12-28
44,638489136,Chrysler 300  ,Luxury,Automatic,109.9,113.52,2022-12-27,2022-12-28
86,638446461,Chrysler 300  ,Luxury,Automatic,109.9,113.52,2022-12-27,2022-12-28
68,636464758,Cadillac XTS  ,Luxury,Automatic,109.56,113.17,2022-12-27,2022-12-28
85,585207183,Chrysler 300  ,Luxury,Automatic,107.36,110.9,2022-12-27,2022-12-28
43,631938698,Buick LaCrosse  ,Luxury,Automatic,107.36,110.9,2022-12-27,2022-12-28
62,735895261,Cadillac XTS  ,Luxury,Automatic,103.79,107.21,2022-12-27,2022-12-28
323,673928006,Mercedes-Benz GLC,Luxury,Automatic,334.01,345.02,2022-12-28,2022-12-29
322,723428946,BMW 5 Series,Luxury,Automatic,306.77,316.88,2022-12-28,2022-12-29
190,644881573,Cadillac XTS  ,Luxury,Automatic,169.21,174.79,2022-12-28,2022-12-29
183,636479888,Cadillac XTS  ,Luxury,Automatic,162.4,167.75,2022-12-28,2022-12-29
217,646119413,Cadillac XTS,Luxury,Automatic,156.62,161.78,2022-12-28,2022-12-29
193,644901168,Cadillac XTS  ,Luxury,Automatic,151.8,156.8,2022-12-28,2022-12-29
168,636492688,Cadillac XTS  ,Luxury,Automatic,145.1,149.88,2022-12-28,2022-12-29
120,644861493,Cadillac XTS  ,Luxury,Automatic,140.2,144.82,2022-12-28,2022-12-29
154,646151293,Cadillac XTS,Luxury,Automatic,139.33,143.92,2022-12-28,2022-12-29
118,636472613,Cadillac XTS  ,Luxury,Automatic,133.56,137.96,2022-12-28,2022-12-29
169,658137488,Chrysler 300,Luxury,Automatic,132.74,137.11,2022-12-28,2022-12-29
170,658190013,Chrysler 300,Luxury,Automatic,131.47,135.8,2022-12-28,2022-12-29
60,644841863,Cadillac XTS  ,Luxury,Automatic,128.6,132.84,2022-12-28,2022-12-29
80,646141193,Cadillac XTS,Luxury,Automatic,127.81,132.02,2022-12-28,2022-12-29
59,735898091,Cadillac XTS  ,Luxury,Automatic,127.81,132.02,2022-12-28,2022-12-29
51,636464758,Cadillac XTS  ,Luxury,Automatic,122.05,126.07,2022-12-28,2022-12-29
31,659534556,Chrysler 300,Luxury,Automatic,121.31,125.31,2022-12-28,2022-12-29
27,643095306,Buick LaCrosse  ,Luxury,Automatic,120.04,124.0,2022-12-28,2022-12-29
64,642896921,Chrysler 300  ,Luxury,Automatic,120.04,124.0,2022-12-28,2022-12-29
103,658163273,Chrysler 300,Luxury,Automatic,118.77,122.68,2022-12-28,2022-12-29
36,735895261,Cadillac XTS  ,Luxury,Automatic,116.29,120.12,2022-12-28,2022-12-29
66,631553768,Lincoln Continental,Luxury,Automatic,115.97,119.79,2022-12-28,2022-12-29
20,638489136,Chrysler 300  ,Luxury,Automatic,109.9,113.52,2022-12-28,2022-12-29
43,638446461,Chrysler 300  ,Luxury,Automatic,109.9,113.52,2022-12-28,2022-12-29
19,631938698,Buick LaCrosse  ,Luxury,Automatic,107.36,110.9,2022-12-28,2022-12-29
40,585207183,Chrysler 300  ,Luxury,Automatic,107.36,110.9,2022-12-28,2022-12-29
323,673928006,Mercedes-Benz GLC,Luxury,Automatic,334.01,345.02,2022-12-29,2022-12-30
321,723428946,BMW 5 Series,Luxury,Automatic,306.77,316.88,2022-12-29,2022-12-30
205,644881573,Cadillac XTS  ,Luxury,Automatic,156.64,161.8,2022-12-29,2022-12-30
206,636479888,Cadillac XTS  ,Luxury,Automatic,149.89,154.83,2022-12-29,2022-12-30
175,646119413,Cadillac XTS,Luxury,Automatic,144.14,148.89,2022-12-29,2022-12-30
183,644901168,Cadillac XTS  ,Luxury,Automatic,139.23,143.82,2022-12-29,2022-12-30
